"id","zugid","zugverkehrstyp","zugtyp","zugowner","zugklasse","zugnummer","zugnummerfull","linie","evanr","arzeitsoll","arzeitist","dpzeitsoll","dpzeitist","gleissoll","gleisist","datum","streckengeplanthash","streckenchangedhash","zugstatus"
"3080434","262720856033447167-1712061827-15","D","p","R2","ERB","89990","ERB89990","89","8002841","19:40:00","19:41:00","19:41:00","19:44:00","2","2","2017-12-06","ba4daf70","a2a1d94c","n"
"3080435","7171956880150959152-1712061910-2","D","p","R2","ERB","89993","ERB89993","89","8002841","19:14:00","19:22:00","19:15:00","19:23:00","1","1","2017-12-06","30d8c385","a2a1d94c","n"
"3080436","-5192288460765435427-1712061909-7","D","p","R1","ME","81532","ME81532","RE5","8002843","19:51:00","19:51:00","19:51:00","19:51:00","1","1","2017-12-06","4f10985e","50689d9c","n"
"3080437","1373207216273797869-1712061806-7","D","p","R1","ME","81527","ME81527","RE5","8002843","19:08:00","19:13:00","19:08:00","19:13:00","2","1","2017-12-06","290ba4f9","50689d9c","n"
"3080438","1882148507500052638-1712061940-5","N","p","06","RB","17231","RB17231",,"8002844","19:57:00","19:57:00","20:01:00","20:01:00","1","1","2017-12-06","ff45cc3c","2be41b10","n"
"3080439","8457210680133075964-1712061839-8","N","p","06","RB","17282","RB17282",,"8002844","19:29:00","19:30:00","19:30:00","19:31:00","2","2","2017-12-06","04e9852b","2be41b10","n"
"3080440","1288992930986562943-1712061910-5","N","p","06","RB","17285","RB17285",,"8002844","19:27:00","19:29:00","19:31:00","19:31:00","1","1","2017-12-06","7938935e","2be41b10","n"
"3080443","-4668297705272774710-1712061931-4","N","p","06","RB","17238","RB17238",,"8002844","19:59:00","19:59:00","20:00:00","20:00:00","2","2","2017-12-06","858364ee","2be41b10","n"
"3080444","7437057484485322739-1712061838-11","N","p","05","RB","58071","RB58071",,"8002845","19:39:00","19:47:00","19:40:00","19:48:00","1","1","2017-12-06","b37626a6","45445a82","n"
"3080445","6203687244363092111-1712061738-20","N","p","07","RB","58066","RB58066",,"8002845","19:17:00","19:23:00","19:18:00","19:23:00","2","2","2017-12-06","3a32a68f","45445a82","n"
"3080446","-8463863432332840174-1712061902-5","N","p","06","RB","12369","RB12369","55","8002847","19:34:00","19:34:00","19:35:00","19:35:00",,,"2017-12-06","658871d3","d87ca4b9","n"
"3080447","-5580196730429975905-1712061841-13","N","p","06","RB","12374","RB12374","55","8002847","19:21:00","19:23:00","19:21:00","19:24:00",,,"2017-12-06","44d536e4","d87ca4b9","n"
"3080448","8457210680133075964-1712061839-7","N","p","06","RB","17282","RB17282",,"8002848","19:12:00","19:13:00","19:15:00","19:16:00","2","2","2017-12-06","04e9852b","4f39cd82","n"
"3080449","1288992930986562943-1712061910-6","N","p","06","RB","17285","RB17285",,"8002848","19:43:00","19:44:00","19:44:00","19:45:00","1","1","2017-12-06","7938935e","4f39cd82","n"
"3080450","3859336448241778897-1712061840-6","N","p","06","RB","17229","RB17229",,"8002848","19:13:00","19:15:00","19:14:00","19:16:00","1","1","2017-12-06","ff45cc3c","4f39cd82","n"
"3080451","-4668297705272774710-1712061931-3","N","p","06","RB","17238","RB17238",,"8002848","19:42:00","19:43:00","19:45:00","19:45:00","2","2","2017-12-06","858364ee","4f39cd82","n"
"3080452","-8078285854885719047-1712061903-6",NULL,"p","M8","M","79546","M79546",,"8002850","19:19:00","19:21:00","19:20:00","19:21:00","1","1","2017-12-06","07e2ef05","3e97dbf6","n"
"3080453","-7205319669607571225-1712061838-14",NULL,"p","M8","M","79549","M79549",,"8002850","19:34:00","19:34:00","19:34:00","19:34:00","1","1","2017-12-06","911944e7","3e97dbf6","n"
"3080454","3487938141162198784-1712061940-6",NULL,"p","M8","M","79548","M79548",,"8002850","19:58:00","19:59:00","19:58:00","19:59:00","1","1","2017-12-06","07e2ef05","3e97dbf6","n"
"3080455","-1069239163078578200-1712061835-6",NULL,"p","M8","M","79547","M79547",,"8002850","19:06:00","19:06:00","19:07:00","19:08:00","1","1","2017-12-06","fadb38c9","3e97dbf6","n"
"3080456","4808958781115459719-1712061850-8","N","p","800622","RB","22251","RB22251",,"8002852","19:16:00","19:19:00","19:17:00","19:20:00",,,"2017-12-06","e0142c14","1077ef02","n"
"3080457","4705750802339708872-1712061851-10","N","p","800622","RB","22252","RB22252",,"8002852","19:36:00","19:36:00","19:37:00","19:37:00",,,"2017-12-06","1106ced1","1077ef02","n"
"3080458","-3956166344859913951-1712061911-3","S","p","07","S","39201","S39201","1","8002853","19:19:00","19:19:00","19:19:00","19:20:00","1","1","2017-12-06","edbd4083","05bb45f7","n"
"3080459","1412296641320601689-1712061840-5","N","p","07","RE","4814","RE4814",,"8002853","19:15:00","19:17:00","19:15:00","19:18:00","3","3","2017-12-06","ca0f66ce","05bb45f7","n"
"3080460","-1396765843702496479-1712061803-34","S","p","07","S","39192","S39192","1","8002853","19:37:00","19:41:00","19:37:00","19:42:00","3","3","2017-12-06","7ab02101","05bb45f7","n"
"3080461","-6292462550716597132-1712061836-5","N","p","07","RE","4793","RE4793",,"8002853","19:42:00","19:42:00","19:42:00","19:42:00","1","1","2017-12-06","8887381f","05bb45f7","n"
"3080462","-3396103629782542929-1712061811-14","N","p","07","RE","4843","RE4843",,"8002853","19:42:00","19:42:00","19:42:00","19:42:00","1","1","2017-12-06","80f1e898","05bb45f7","n"
"3080463","-5264515234489038573-1712061840-5","N","p","07","RE","4994","RE4994",,"8002853","19:15:00","19:17:00","19:15:00","19:18:00","3","3","2017-12-06","604e1e19","05bb45f7","n"
"3080464","2384506077701902873-1712061844-12","N","p","06","RB","57715","RB57715",,"8002856","19:43:00","19:45:00","19:43:00","19:45:00","1","1","2017-12-06","064ad40a","2f84f0db","n"
"3080465","-8506901224242382436-1712061832-14","N","p","07","RB","57714","RB57714",,"8002856","19:14:00","19:14:00","19:14:00","19:14:00","1","1","2017-12-06","2db8c7b8","2f84f0db","n"
"3080466","-2249277729473343107-1712061804-25","S","p","06","S","38137","S38137","1","8002857","19:21:00","19:23:00","19:22:00","19:24:00","1","1","2017-12-06","bb12d2d2","e18895f2","n"
"3080467","8530050116207820778-1712061825-18","S","p","06","S","38142","S38142","1","8002857","19:35:00","19:36:00","19:36:00","19:36:00","2","2","2017-12-06","2c4cfd9c","e18895f2","n"
"3080468","5120523582139478280-1712061758-31","S","p","06","S","38245","S38245","2","8002857","19:56:00","19:56:00","19:56:00","19:56:00","1","1","2017-12-06","2be7e1af","e18895f2","n"
"3080469","-3299118502515151881-1712061859-2","S","p","06","S","38248","S38248","2","8002857","19:05:00","19:06:00","19:06:00","19:06:00","2","2","2017-12-06","1a315d4a","e18895f2","n"
"3080470","-1376948325260241119-1712061934-6","N","p","06","RB","12980","RB12980","66","8002858","19:53:00","19:53:00","19:53:00","19:53:00",,,"2017-12-06","93b99de3","d36a69a8","c"
"3080471","-6179728781493781730-1712061833-10","N","p","06","RB","12979","RB12979","66","8002858","19:06:00","19:09:00","19:06:00","19:09:00",,,"2017-12-06","740caad7","35dda575","n"
"3080472","8887303232270296593-1712061750-30","N","p","TR","RB","25435","RB25435","26","8002861","19:51:00","19:51:00","19:51:00","19:51:00","2","2","2017-12-06","34be3951","dc2bd7e3","n"
"3080473","2560088155260850280-1712061803-16","N","p","TR","RB","25436","RB25436","26","8002861","19:04:00","19:07:00","19:05:00","19:08:00","1","1","2017-12-06","cb3b8647","dc2bd7e3","n"
"3080474","-6545950799724434853-1712061938-3","D","p","R1","ME","81933","ME81933","RB41","8002864","19:54:00","19:54:00","19:55:00","19:55:00","2","2","2017-12-06","7ec9e68d","dd55eeaf","n"
"3080475","3652573252515177200-1712061800-13","D","p","R1","ME","81932","ME81932","RB41","8002864","19:08:00","19:15:00","19:08:00","19:16:00","1","1","2017-12-06","3bc5bf80","dd55eeaf","n"
"3080476","-8305699563101806567-1712061912-2","D","p","X2","erx","82698","erx82698","RB32","8002865","19:20:00","19:20:00","19:21:00","19:21:00",,,"2017-12-06","47a8fd2d","5e3a08ea","n"
"3080477","-8575810913646569161-1712061823-22","S","p","03","S","31822","S31822","8","8002868","19:18:00","19:18:00","19:18:00","19:18:00","2","2","2017-12-06","e75f30ab","1eb19942","n"
"3080478","6198789393217500752-1712061834-17","S","p","03","S","31817","S31817","8","8002868","19:22:00","19:39:00","19:22:00","19:39:00","1","1","2017-12-06","000ae510","a9fb7165","c"
"3080479","-518457241603172417-1712061854-17","S","p","03","S","31825","S31825","8","8002868","19:41:00","19:52:00","19:42:00","19:53:00","1","1","2017-12-06","199c63e9","1eb19942","n"
"3080480","-922290236468331887-1712061853-22","S","p","03","S","31824","S31824","8","8002868","19:48:00","19:48:00","19:48:00","19:48:00","2","2","2017-12-06","e75f30ab","1eb19942","n"
"3080481","-3636381599105307749-1712061814-17","S","p","03","S","31821","S31821","8","8002868","19:01:00","19:10:00","19:02:00","19:11:00","1","1","2017-12-06","199c63e9","0e3c07c5","n"
"3080482","-8575810913646569161-1712061823-21","S","p","03","S","31822","S31822","8","8002869","19:15:00","19:16:00","19:16:00","19:17:00","2","2","2017-12-06","e75f30ab","c1c774e2","n"
"3080483","6198789393217500752-1712061834-18","S","p","03","S","31817","S31817","8","8002869","19:24:00","19:41:00","19:24:00","19:41:00","1","1","2017-12-06","000ae510","1b4f8905","c"
"3080484","-518457241603172417-1712061854-18","S","p","03","S","31825","S31825","8","8002869","19:43:00","19:53:00","19:44:00","19:53:00","1","1","2017-12-06","199c63e9","c1c774e2","n"
"3080485","-922290236468331887-1712061853-21","S","p","03","S","31824","S31824","8","8002869","19:46:00","19:46:00","19:46:00","19:47:00","2","2","2017-12-06","e75f30ab","c1c774e2","n"
"3080486","-3636381599105307749-1712061814-18","S","p","03","S","31821","S31821","8","8002869","19:03:00","19:12:00","19:04:00","19:11:00","1","1","2017-12-06","199c63e9","0e3c07c5","n"
"3080487","-7749841543050583172-1712061828-29","S","p","05","S","35160","S35160","1","8002872","19:40:00","19:40:00","19:40:00","19:40:00","1","1","2017-12-06","db407778","65bf5d78","n"
"3080488","-8298994573822717969-1712061935-4","S","p","05","S","35167","S35167","1","8002872","19:46:00","19:47:00","19:47:00","19:47:00","2","2","2017-12-06","b5907ecd","65bf5d78","n"
"3080489","3335691565602997850-1712061813-29","S","p","05","S","36152","S36152","1","8002872","19:25:00","19:25:00",NULL,NULL,"1","1","2017-12-06","dfa94ac9","65bf5d78","n"
"3080490","8862592540106332290-1712061758-29","S","p","05","S","35158","S35158","1","8002872","19:10:00","19:13:00","19:10:00","19:13:00","1","1","2017-12-06","db407778","65bf5d78","n"
"3080491","-1641833226341877195-1712061905-4","S","p","05","S","35165","S35165","1","8002872","19:16:00","19:16:00","19:17:00","19:17:00","2","2","2017-12-06","b5907ecd","65bf5d78","n"
"3080492","-2305744383821504755-1712061933-6","S","p","0S","S","47517","S47517","1","8002873","19:49:00","19:51:00","19:50:00","19:52:00","1","1","2017-12-06","710a0ebb","f6ebe2f4","n"
"3080493","-7299083846399361659-1712061849-24","S","p","0S","S","37486","S37486","1","8002873","19:41:00","19:42:00","19:41:00","19:43:00","2","2","2017-12-06","516e06bd","f6ebe2f4","n"
"3080494","-7256663144751485371-1712061809-24","S","p","0S","S","37466","S37466","1","8002873","19:01:00","19:16:00","19:01:00","19:17:00","2","2","2017-12-06","516e06bd","f6ebe2f4","n"
"3080495","2786664924877902235-1712061943-6","S","p","0S","S","47523","S47523","1","8002873","19:59:00","20:01:00","20:00:00","20:02:00","1","1","2017-12-06","710a0ebb","f6ebe2f4","n"
"3080496","3991634481881458996-1712061903-6","S","p","0S","S","47503","S47503","1","8002873","19:19:00","19:19:00","19:20:00","19:20:00","1","1","2017-12-06","710a0ebb","f6ebe2f4","n"
"3080497","-9222021496635937894-1712061833-21","S","p","0S","S","47476","S47476","1","8002873","19:21:00","19:22:00","19:21:00","19:23:00","2","2","2017-12-06","6c15b562","be9aeed8","n"
"3080498","6496458281394291472-1712061813-21","S","p","0S","S","47466","S47466","1","8002873","19:01:00","19:16:00","19:01:00","19:17:00","2","2","2017-12-06","6c15b562","f6ebe2f4","n"
"3080499","-9136942630195513385-1712061913-6","S","p","0S","S","37507","S37507","1","8002873","19:29:00","19:32:00","19:30:00","19:33:00","1","1","2017-12-06","5448ba11","f6ebe2f4","n"
"3080501","4800298997297415892-1712061853-6","S","p","0S","S","47497","S47497","1","8002873","19:09:00","19:12:00","19:10:00","19:13:00","1","1","2017-12-06","710a0ebb","7a6de07c","n"
"3080502","1264741019517716181-1712061933-6","S","p","0S","S","37517","S37517","1","8002873","19:49:00","19:51:00","19:50:00","19:52:00","1","1","2017-12-06","5448ba11","f6ebe2f4","n"
"3080503","8272545782813570406-1712061923-6","S","p","0S","S","47513","S47513","1","8002873","19:39:00","19:39:00","19:40:00","19:40:00","1","1","2017-12-06","710a0ebb","5392b600","c"
"3080504","8815372663400847319-1712061819-24","S","p","0S","S","37472","S37472","1","8002873","19:11:00","19:48:00","19:11:00","19:48:00","2","2","2017-12-06","516e06bd","f6ebe2f4","n"
"3080505","5549894940699112071-1712061943-6","S","p","0S","S","37523","S37523","1","8002873","19:59:00","20:01:00","20:00:00","20:02:00","1","1","2017-12-06","5448ba11","f6ebe2f4","n"
"3080506","5460389218341265260-1712061859-24","S","p","0S","S","37492","S37492","1","8002873","19:51:00","19:56:00","19:51:00","19:57:00","2","2","2017-12-06","516e06bd","f6ebe2f4","n"
"3080507","-6534063949104060015-1712061843-21","S","p","0S","S","47482","S47482","1","8002873","19:31:00","19:36:00","19:31:00","19:37:00","2","2","2017-12-06","6c15b562","be9aeed8","n"
"3080508","1155649952627780107-1712061823-21","S","p","0S","S","47472","S47472","1","8002873","19:11:00","19:48:00","19:11:00","19:48:00","2","2","2017-12-06","6c15b562","121e8379","c"
"3080509","-4505316929356335999-1712061829-24","S","p","0S","S","37476","S37476","1","8002873","19:21:00","19:22:00","19:21:00","19:23:00","2","2","2017-12-06","516e06bd","f6ebe2f4","n"
"3080511","-1299043519635605607-1712061923-6","S","p","0S","S","37513","S37513","1","8002873","19:39:00","19:39:00","19:40:00","19:40:00","1","1","2017-12-06","5448ba11","5ee011c1","c"
"3080512","8160326210779784273-1712061913-6","S","p","0S","S","47507","S47507","1","8002873","19:29:00","19:32:00","19:30:00","19:33:00","1","1","2017-12-06","710a0ebb","f6ebe2f4","n"
"3080513","-5076672932297656705-1712061903-6","S","p","0S","S","37503","S37503","1","8002873","19:19:00","19:19:00","19:20:00","19:20:00","1","1","2017-12-06","5448ba11","f6ebe2f4","n"
"3080514","1532909496261225024-1712061839-24","S","p","0S","S","37482","S37482","1","8002873","19:31:00","19:36:00","19:31:00","19:37:00","2","2","2017-12-06","516e06bd","f6ebe2f4","n"
"3080515","-8993353098835765897-1712061853-6","S","p","0S","S","37497","S37497","1","8002873","19:09:00","19:12:00","19:10:00","19:13:00","1","1","2017-12-06","5448ba11","8a5975eb","c"
"3080516","3096994133463641022-1712061853-21","S","p","0S","S","47486","S47486","1","8002873","19:41:00","19:42:00","19:41:00","19:43:00","2","2","2017-12-06","6c15b562","be9aeed8","n"
"3080517","7507861179096877885-1712061903-21","S","p","0S","S","47492","S47492","1","8002873","19:51:00","19:56:00","19:51:00","19:57:00","2","2","2017-12-06","6c15b562","f6ebe2f4","n"
"3080518","7128237077472680594-1712061625-47","S","p","06","S","38138","S38138","1","8002875","19:24:00","19:29:00","19:24:00","19:30:00","2","2","2017-12-06","951daa73","87679424","n"
"3080519","3131919508475307002-1712061854-10","S","p","06","S","38141","S38141","1","8002875","19:37:00","19:38:00","19:37:00","19:38:00","3","3","2017-12-06","a9cd2ce0","87679424","n"
"3080520","4168975986364464655-1712061858-2","S","p","06","S","38247","S38247","2","8002875","19:04:00","19:05:00","19:04:00","19:06:00","3","3","2017-12-06","993b96d2","87679424","n"
"3080521","4499043156207052201-1712061806-7","N","p","06","RE","12036","RE12036","6","8002875","19:11:00","19:11:00","19:11:00","19:12:00","2","2","2017-12-06","39531a6c","87679424","n"
"3080522","-7929922731969816019-1712061738-34","S","p","06","S","38246","S38246","2","8002875","19:53:00","19:54:00","19:54:00","19:55:00","2","2","2017-12-06","07574c2d","87679424","n"
"3080523","3340574188604325864-1712061755-16","N","p","05","RB","12754","RB12754","65","8002875","19:29:00","19:32:00","19:34:00","19:37:00","1","1","2017-12-06","c605922a","87679424","n"
"3080524","-2501551583817126190-1712061740-19","N","p","07","RB","15258","RB15258","58","8002877","19:41:00","19:49:00","19:42:00","19:50:00","2","3","2017-12-06","675edd9a","46777a4c","n"
"3080525","-737958463832711034-1712061930-6","N","p","05","RE","4625","RE4625","54","8002877","19:48:00","19:53:00","19:49:00","19:54:00","1","1","2017-12-06","60db5e41","46777a4c","n"
"3080526","6609642900711431574-1712061903-4","N","p","05","RB","32808","RB32808","58","8002877","19:11:00","19:21:00","19:12:00","19:21:00","2","2","2017-12-06","ff3ed81e","46777a4c","n"
"3080527","-5561330115369086139-1712061906-5","N","p","05","RB","15257","RB15257","58","8002877","19:18:00","19:18:00","19:19:00","19:19:00","1","1","2017-12-06","febcf354","c54cc3df","c"
"3080528","8118558023250528365-1712061830-13","D","p","A9","ag","84594","ag84594",,"8002878","19:18:00","19:18:00","19:18:00","19:18:00","3","3","2017-12-06","cca4adb9","6b46aa2d","n"
"3080529","6931839700784663474-1712061805-15","N","p","04","RB","59369","RB59369",,"8002878","19:13:00","19:37:00","19:14:00","19:38:00","1","1","2017-12-06","35f91112","6b46aa2d","n"
"3080530","-2744514442914165992-1712061832-13","D","p","A9","ag","84609","ag84609",,"8002878","19:34:00","19:34:00","19:34:00","19:34:00","4","4","2017-12-06","1b61cff8","6b46aa2d","n"
"3080531","-7917274384264246859-1712061913-8","N","p","07","RB","59370","RB59370",,"8002878","19:42:00","19:42:00","19:43:00","19:43:00","2","2","2017-12-06","9260255a","6b46aa2d","n"
"3080532","7298925725186517976-1712061855-9","N","p","05","RB","12744","RB12744","65","8002879","19:40:00","19:40:00","19:40:00","19:40:00","2","2","2017-12-06","bd3f5ad0","aa97f746","n"
"3080533","-1950895207433918313-1712061838-8","N","p","06","RB","12745","RB12745","65","8002879","19:25:00","19:26:00","19:26:00","19:27:00","1","1","2017-12-06","4d5e7097","aa97f746","n"
"3080534","5087591041723649620-1712061907-5","N","p","V6RB","RB","29583","RB29583","33","8002880","19:24:00","19:30:00","19:24:00","19:31:00","2","2","2017-12-06","2d041a7c","fe732ac5","n"
"3080535","7171254599852829948-1712061826-14","N","p","V6RB","RB","29578","RB29578","33","8002880","19:36:00","19:40:00","19:36:00","19:40:00","1","1","2017-12-06","03c65ce0","fe732ac5","n"
"3080536","2384506077701902873-1712061844-8","N","p","06","RB","57715","RB57715",,"8002881","19:24:00","19:24:00","19:24:00","19:24:00","1","1","2017-12-06","064ad40a","cabd4756","n"
